text,label
why verify the top ups?,71
why did i get charged a fee for my card payment?,15
how long does a transfer from the us take?,67
someone else made a direct debit transaction on my account,28
is there something wrong with my atm card? tried using it earlier and it did not work.,26
my first choice would be mastercard.,73
is there a charge for transfers?,56
i made a payment that s pending. will it go through?,45
will a beneficiary not accept a transfer?,7
how can i activate my card so i can start using it?,0
i haven t received my virtual card.,40
what do i need to do to perform identity checks?,69
must i verify my identity?,74
where can i find the auto top feature?,4
how to i transfer my funds into my account?,65
what i topped up was reverted by the app.,61
there is more than one of the same transaction on my account.,63
please tell me why the purchase i made online returned payment. i really wanted this item and i ve been trying for 2 weeks.,53
my transaction from earlier needs to be reversed.,8
can you check why i wasn t able to top up?,59
i moved and need to change my address.,30
my cheque is taking a while,6
i see my transfer was declined.,27
what is the cost for physical cards?,43
are there any restrictions causing my transfer to be declined?,27
what card types can i choose from?,73
someone stole my account there s a withdrawal but it wasn t me can we put a stop to it please?,20
my accounts been charged a payment for something i didn t make.,28
i d like to delete my account.,55
my top up was revoked.,61
the app made a mistake and said i made a cash withdrawal.,20
need my details changed,30
i can t get my card out of the atm,18
what do i do to top up my card?,62
where is my deposit?,6
i must change my pin as soon as possible.,21
can i have a supplementary card?,39
some cash i didn t get shows in my app,20
was my card payment reverted?,53
what is the average pending time for a transaction?,48
how can my friend give me money?,50
i placed my order a week ago. is it ok that my card isn t here yet?,12
why is the exchange rate so high? this should have been a much higher amount of cash for that to apply.,76
hello is there any way to double check my card? i have never had issues with withdraws in the past but this morning on the way to work it was unexpectedly declined.,26
how long will it take for the card to arrive?,12
i would like to know why so much identity information is required?,74
